Old_Crime_ID	Crime_ID	Country	Link	Event_year	Event_date	Seizure_co	Seizure_ci	X	Y	N. of fire	Firearm_Ty	Ammunition	Storage	Shooting/h	N. of acto	Actors_nat	Actors_age	Actors_gen	Additional	Source	NUTS_ID
NL0035	NL280	Netherlands	https://www.politie.nl/nieuws/2013/mei/23/10-wapens-aangetroffen-in-woning.html	2013.0	2013-05-23T00:00:00Z	Netherlands	Geleen	5.827339	50.966335	2.0	Pistol;Revolver	N/A	House	N/A	N/A	N/A	N/A	N/A		Press release LEA	NL33
NL0256	NL281	Netherlands	http://www.omroepgelderland.nl/web/nieuws-1/2016582/forse-buit-politie-bij-plukzeactie.htm;http://www.omroepbrabant.nl/?news/194034702/Vrouw%20uit%20Geldrop%20opgepakt%20na%20vondst%20vuurwapen.aspx	2013.0	2013-05-23T00:00:00Z	Netherlands	Geldrop	5.55713	51.42216	1.0	N/A	Yes	House	N/A	1.0	Dutch	41.0	F		Press review	NL41
NL0257	NL282	Netherlands	http://www.nd.nl/artikelen/2013/mei/25/vier-tukkers-vast-voor-drugshandel	2013.0	2013-05-24T00:00:00Z	Netherlands	Nijverdal 	6.4597	52.36543	1.0	N/A	N/A	N/A	N/A	4.0	Dutch;Dutch;Dutch;Dutch	20;23;27;35	F;F;M;M		Press review	NL21
NL0258	NL283	Netherlands	http://denhaagfm.nl/2013/05/29/jongens-met-nepwapen-op-buitenhof/?utm_source=rss&utm_medium=rss&utm_campaign=jongens-met-nepwapen-op-buitenhof	2013.0	2013-05-29T00:00:00Z	Netherlands	The Hague	4.31109	52.07921	1.0	Other	N/A	Other	N/A	1.0	Dutch	15.0	M	Other:Plastic gun;Storage:Police Station	Press review	NL33
NL0259	NL284	Netherlands	http://www.waldnet.nl/wn/nieuws/41237/Hennepteler_46_uit_Kollumerzwaag_opgepakt.html	2013.0	2013-05-30T00:00:00Z	Netherlands	Kollumerzwaag	6.073323	53.261404	1.0	N/A	N/A	Other	N/A	1.0	Dutch	46.0	M	Storage:Chalet	Press review	NL12
NL0260	NL285	Netherlands	http://www.rijnmond.nl/nieuws/01-06-2013/politie-lost-waarschuwingsschot-rotterdam-zuid	2013.0	2013-06-01T00:00:00Z	Netherlands	Rotterdam	4.47078	51.92269	1.0	N/A	N/A	Other	N/A	1.0	Dutch	43.0	M	Storage:Street	Press review	NL33
NL0261	NL286	Netherlands	http://www.bd.nl/regio/den-bosch-en-omgeving/heusden/heusden-sluit-turks-centrum-drunen-twee-mannen-aangehouden-1.3856309	2013.0	2013-06-07T00:00:00Z	Netherlands	Drunen	5.60644	51.89026	1.0	N/A	Yes	Other	N/A	2.0	N/A;N/A	29;53	M;M	Storage:The Turk center of the Foundation Turk Culture	Press review	NL22
NL0262	NL287	Netherlands	http://www.brabantsdagblad.nl/regio/tilburg-en-omgeving/tilburg/drie-tilburgers-aangehouden-na-bedreiging-met-pistool-1.3869396	2013.0	2013-06-14T00:00:00Z	Netherlands	Tilburg	5.09064	51.55521	1.0	Other	N/A	Other	N/A	3.0	Dutch;Dutch;Dutch	19;19;21	M;M;M	Other:Pellet gun;Storage:Street	Press review	NL41
NL0263	NL288	Netherlands	http://www.liwwadders.nl/leeuwarden-scholier-met-nepwapen-aangehouden/	2013.0	2013-06-17T00:00:00Z	Netherlands	Leeuwarden	5.7913	53.20341	1.0	Other	N/A	Other	N/A	1.0	Dutch	14.0	M	Other:Fake weapon;Storage:School	Press review	NL12
NL0264	NL289	Netherlands	http://veghel.kliknieuws.nl/nieuws/161970/mannen-opgepakt-wegens-wapenbezit	2013.0	2013-06-18T00:00:00Z	Netherlands	Rosmalen	5.364418	51.720178	1.0	N/A	N/A	House	N/A	1.0	Dutch	25.0	M		Press review	NL41
NL0265	NL290	Netherlands	http://veghel.kliknieuws.nl/nieuws/161970/mannen-opgepakt-wegens-wapenbezit	2013.0	2013-06-18T00:00:00Z	Netherlands	's-Hertogenbosch	5.30371	51.69009	1.0	N/A	N/A	House	N/A	1.0	Dutch	51.0	M		Press review	NL41
NL0266	NL291	Netherlands	http://www.bndestem.nl/regio/oosterhout/oosterhout/schietpartij-op-viaduct-a27-in-oosterhout-1.3886780	2013.0	2013-06-25T00:00:00Z	Netherlands	Oosterhout	4.86084	51.64473	1.0	N/A	N/A	Car	Yes	1.0	N/A	N/A	M		Press review	NL41
NL0267	NL292	Netherlands	http://www.hoogeveen.nu/nieuws/hoogeveen/282836/schot-in-been-maakt-einde-aan-klopjacht.html	2013.0	2013-07-01T00:00:00Z	Netherlands	Echten	6.394942	52.714393	1.0	Revolver	N/A	Other	Yes	1.0	Dutch	41.0	M	Storage:Street	Press review	NL13
NL0268	NL293	Netherlands	http://www.rijnmond.nl/nieuws/19-07-2013/politieactie-tegen-drugsoverlast-rotterdam-zuid	2013.0	2013-07-01T00:00:00Z	Netherlands	Rotterdam	4.47078	51.92269	1.0	N/A	N/A	N/A	N/A	1.0	N/A	N/A	N/A	This week the police raided three homes,a phone shop and hair salon. 	Press review	NL33
NL0269	NL294	Netherlands	http://www.omroepbrabant.nl/?news/1960851073/Eindhovenaar%20vast%20voor%20huiselijk%20geweld.aspx	2013.0	2013-07-03T00:00:00Z	Netherlands	Eindhoven	5.47802	51.43659	1.0	N/A	N/A	Other	Yes	1.0	Dutch	50.0	M	Storage:Shed	Press review	NL41
NL0270	NL295	Netherlands	http://www.dichtbij.nl/zaanstreek/112/artikel/2908645/zaandammers-opgepakt-met-nepvuurwapen.aspx	2013.0	2013-07-04T00:00:00Z	Netherlands	Zaandam	4.8255	52.43866	1.0	Other	N/A	N/A	N/A	3.0	Dutch;Dutch;Dutch	N/A;N/A;N/A	M;M;M	Other:Imitation firearm 	Press review	NL32
NL0271	NL296	Netherlands	http://www.rtvnoord.nl/artikel/artikel.asp?p=122916	2013.0	2013-07-11T00:00:00Z	Netherlands	Ter Apel	7.060233	52.875084	1.0	N/A	N/A	Other	Yes	1.0	N/A	41.0	M	Storage:Street	Press review	NL11
NL0272	NL297	Netherlands	http://www.omroepwest.nl/nieuws/18-07-2013/man-aangehouden-vanwege-luchtbuks-auto	2013.0	2013-07-17T00:00:00Z	Netherlands	The Hague	4.31109	52.07921	1.0	Other	N/A	House	N/A	1.0	Dutch	42.0	M	Other:Air rifle	Press review	NL33
NL0036	NL298	Netherlands	https://www.politie.nl/nieuws/2013/juli/21/01-man-schiet-met-vuurwerkpistool.html	2013.0	2013-07-20T00:00:00Z	Netherlands	Lemmer	5.710176	52.843987	1.0	Other	N/A	House	N/A	1.0	N/A	27.0	M	Pistol fireworks	Press release LEA	NL22
NL0273	NL299	Netherlands	http://www.rtvutrecht.nl/nieuws/1045727	2013.0	2013-07-25T00:00:00Z	Netherlands	Montfoort	4.95081	52.04395	1.0	Other	N/A	N/A	N/A	1.0	N/A	34.0	M	Other:Air pistol 	Press review	NL31
NL0037	NL300	Netherlands	https://www.politie.nl/nieuws/2013/juli/31/01-man-met-vuurwapen-aangehouden.html	2013.0	2013-07-30T00:00:00Z	Netherlands	Joure	5.797934	52.964916	1.0	Pistol	Yes	N/A	N/A	1.0	N/A	24.0	M		Press release LEA	NL12
NL0274	NL301	Netherlands	http://www.limburger.nl/article/20130730/RegionIEUWS02/130739912/1030#Venlonaar_met_nepwapen_op_Facebook	2013.0	2013-07-30T00:00:00Z	Netherlands	Venlo	6.17236	51.37272	1.0	N/A	N/A	House	N/A	1.0	Dutch	21.0	M		Press review	NL42
NL0275	NL302	Netherlands	http://www.waldnet.nl/wn/nieuws/41679/Burgumer_met_vuurwapen_opgepakt.html	2013.0	2013-07-30T00:00:00Z	Netherlands	Burgum	5.98962	53.18952	1.0	Pistol	Yes	House	N/A	1.0	Dutch	24.0	M		Press review	NL12
NL0276	NL303	Netherlands	http://www.nd.nl/artikelen/2013/augustus/01/gewonde-bij-schietpartij-in-rotterdams-cafe	2013.0	2013-08-01T00:00:00Z	Netherlands	Rotterdam	4.47078	51.92269	1.0	N/A	N/A	Other	Yes	1.0	N/A	N/A	M	Storage:Café	Press review	NL33
NL0277	NL304	Netherlands	http://www.bd.nl/regio/den-bosch-en-omgeving/schijndel/politie-neemt-verdacht-wapen-in-beslag-in-woning-schijndel-1.3940807	2013.0	2013-08-01T00:00:00Z	Netherlands	Schijndel	5.43438	51.61882	1.0	Other	N/A	House	N/A	1.0	N/A	N/A	N/A	Other:Paintball marker 	Press review	NL41
NL0034	NL305	Netherlands	https://www.politie.nl/nieuws/2013/augustus/5/08-bredanaar-21-verstopt-wapen-in-wasmachine.html	2013.0	2013-08-04T00:00:00Z	Netherlands	Breda	4.77446	51.58932	1.0	Other	Yes	House	N/A	1.0	N/A	21.0	M	Gas pistol	Press release LEA	NL22
NL0278	NL306	Netherlands	http://www.bndestem.nl/regio/breda/bredanaar-21-verstopt-wapen-in-wasmachine-1.3944351	2013.0	2013-08-04T00:00:00Z	Netherlands	Breda	4.77446	51.58932	1.0	Other	N/A	House	N/A	1.0	Dutch	21.0	M	Other:Balls gun	Press review	NL41
NL0279	NL307	Netherlands	http://www.parool.nl/parool/nl/4060/AMSTERDAM-NIEUW-WEST/article/detail/3488468/2013/08/07/Pistool-gevonden-in-bosjes-Nieuw-West.dhtml	2013.0	2013-08-07T00:00:00Z	Netherlands	Amsterdam	4.89094	52.3738	1.0	N/A	N/A	Other	N/A	1.0	N/A	N/A	N/A	Storage:Bushes	Press review	NL32
NL0280	NL308	Netherlands	http://www.nd.nl/artikelen/2013/augustus/09/vissers-opgepakt-na-facebook-foto-met-wapens	2013.0	2013-08-08T00:00:00Z	Netherlands	Helmond	5.65376	51.48057	2.0	Other;Other	N/A	Other	N/A	2.0	N/A;N/A	30;34	M;M	Others:Air gun,Neppistool;Storage:Street	Press review	NL41
NL0038	NL309	Netherlands	https://www.politie.nl/nieuws/2013/augustus/12/01-arrestatie-na-schieten-met-vuurwerkpistool.html	2013.0	2013-08-11T00:00:00Z	Netherlands	Emmen	6.89482	52.78769	1.0	Other	N/A	Car	Yes	1.0	N/A	21.0	M	Pistol fireworks	Press release LEA	NL11
NL0039	NL310	Netherlands	https://www.politie.nl/nieuws/2013/augustus/14/01-politie-neemt-vuurwapen-in-beslag.html	2013.0	2013-08-13T00:00:00Z	Netherlands	Emmen	6.89482	52.78769	1.0	Revolver	Yes	House	N/A	1.0	N/A	57.0	M		Press release LEA	NL41
NL0281	NL311	Netherlands	http://www.destentor.nl/regio/kampen/wapens-en-drugs-gevonden-in-kampen-1.3957982	2013.0	2013-08-14T00:00:00Z	Netherlands	Kampen	5.91514	52.55905	1.0	N/A	N/A	House	N/A	1.0	N/A	28.0	M		Press review	NL21
NL0040	NL312	Netherlands	https://www.politie.nl/nieuws/2013/augustus/19/03-ijsselstein-man-gearresteerd.html	2013.0	2013-08-16T00:00:00Z	Netherlands	IJsselstein	5.043306	52.016457	1.0	Other	N/A	House	N/A	1.0	N/A	25.0	M	Replica Pistol;Drugs seized	Press release LEA	NL23
NL0282	NL313	Netherlands	http://www.omroepbrabant.nl/?news/1981381103/Man%20uit%20Nistelrode%20%2821%29%20gearresteerd%20voor%20mishandeling%20en%20bedreiging%20vriendin%20%2817%29.aspx	2013.0	2013-08-20T00:00:00Z	Netherlands	Overloon	5.942703	51.570483	1.0	Other	N/A	Other	N/A	1.0	Dutch	21.0	M	Other:Fake weapon;Storage:Petrol station	Press review	NL41
NL0283	NL314	Netherlands	http://www.omroepwest.nl/nieuws/22-08-2013/man-zwaait-met-nepvuurwapen-bij-den-haag-cs	2013.0	2013-08-22T00:00:00Z	Netherlands	The Hague	4.31109	52.07921	1.0	N/A	N/A	Other	N/A	1.0	N/A	N/A	M	Storage:Central station	Press review	NL33
NL0041	NL315	Netherlands	https://www.politie.nl/nieuws/2013/augustus/24/01-bedreiging-met-neppistool.html	2013.0	2013-08-23T00:00:00Z	Netherlands	Leeuwarden	5.7913	53.20341	2.0	Other;Other	N/A	House	N/A	2.0	N/A;N/A	27;61	M;M	Replica Pistol;Air Gun	Press release LEA	NL33
NL0284	NL316	Netherlands	http://www.flitsnieuws.nl/index.php?p=74270/61-jarige-loopt-met-plastic-pistool-op-straat/	2013.0	2013-08-24T00:00:00Z	Netherlands	Leeuwarden	5.7913	53.20341	2.0	Other;Other	N/A	House;Other	N/A	2.0	Dutch;Dutch	27;61	M;M	Others:Ball pistol;Plastic pistol;Storages:House,Street	Press review	NL12
NL0285	NL317	Netherlands	http://www.dichtbij.nl/noord-kennemerland/112/artikel/2995102/nepvuurwapen-aangetroffen-in-woning-heemskerk.aspx	2013.0	2013-08-26T00:00:00Z	Netherlands	Heemskerk	4.67437	52.51195	1.0	N/A	N/A	House	N/A	1.0	N/A	N/A	N/A		Press review	NL32
NL0286	NL318	Netherlands	http://www.rtvutrecht.nl/nieuws/1061757	2013.0	2013-09-13T00:00:00Z	Netherlands	Amersfoort	5.38892	52.1566	1.0	N/A	Yes	N/A	N/A	1.0	Dutch	35.0	M		Press review	NL31
NL0287	NL319	Netherlands	http://www.telegraaf.nl/binnenland/article21889933.ece;http://www.omroepwest.nl/nieuws/14-09-2013/grote-partij-wapens-gevonden-aan-westeinde-berkenwoude	2013.0	2013-09-13T00:00:00Z	Netherlands	Berkenwoude	4.707373	51.946242	8.0	Other;Other;Other;Other;Pistol;Pistol;Rifle;Rifle	Yes	House	N/A	1.0	N/A	29.0	M	Others:4 stun guns	Press review	NL33
NL0042	NL320	Netherlands	https://www.politie.nl/nieuws/2013/september/20/06-den-haag-wapenvondst-bij-inval-woning.html	2013.0	2013-09-19T00:00:00Z	Netherlands	The Hague	4.31109	52.07921	2.0	Pistol;Revolver	Yes	House	N/A	6.0	N/A;N/A;N/A;N/A;N/A;N/A	35-61;35-61;35-61;35-61;35-61;35-61	M;M;M;M;M;M		Press release LEA	NL33
NL0288	NL321	Netherlands	http://www.at5.nl/artikelen/111290/politie-neemt-auto-in-beslag-na-vermeende-vechtpartij?utm_source=at5&utm_medium=feed&utm_campaign=at5+nieuws;http://www.omroepbrabant.nl/?news/200143442/Autogordel%20niet%20om%20passagier%20betrapt%20op%20vuurwapenbezit%20in%20Breda.aspx	2013.0	2013-09-30T00:00:00Z	Netherlands	Breda	4.77446	51.58932	1.0	Other	N/A	Car	N/A	1.0	Dutch	27.0	M	Other:Alarm pistol	Press review	NL41
NL0043	NL322	Netherlands	https://www.politie.nl/nieuws/2013/oktober/3/01-vuurwapen-in-woning.html	2013.0	2013-10-02T00:00:00Z	Netherlands	Groningen	6.56779	53.21489	1.0	Pistol	Yes	House	N/A	1.0	N/A	25.0	M	drug possession	Press release LEA	NL32
NL0289	NL323	Netherlands	http://www.dehuisaanhuis.nl/112-nieuws/31021/leeuwarder-23-opgepakt-om-vuurwapen/?utm_source=rss&utm_medium=rss&utm_campaign=leeuwarder-23-opgepakt-om-vuurwapen	2013.0	2013-10-04T00:00:00Z	Netherlands	Leeuwarden	5.7913	53.20341	1.0	N/A	N/A	House	N/A	1.0	Dutch	23.0	M		Press review	NL12
NL0290	NL324	Netherlands	http://www.nd.nl/artikelen/2013/oktober/06/politie-rukt-uit-voor-gewapende-soldaten	2013.0	2013-10-05T00:00:00Z	Netherlands	Groningen	6.56779	53.21489	2.0	N/A;N/A	N/A	House	N/A	2.0	Dutch;Dutch	13;14	M;M	Others:Fake weapon	Press review	NL11
NL0291	NL325	Netherlands	http://www.regio15.nl/actueel/lijst-weergave/21-politieonderzoeken/17717-aanhoudingen-na-melding-van-schoten-viaductweg	2013.0	2013-10-05T00:00:00Z	Netherlands	The Hague	4.31109	52.07921	N/A	N/A	N/A	House	N/A	2.0	N/A;N/A	63;42	F;M	In the house they found some hunting weapons and firearms	Press review	NL33
NL0044	NL326	Netherlands	https://www.politie.nl/nieuws/2013/oktober/7/08-politie-neemt-vuurwapen-in-beslag.html	2013.0	2013-10-06T00:00:00Z	Netherlands	Sint Willebrord	4.590407	51.550928	1.0	N/A	N/A	N/A	N/A	1.0	N/A	23.0	M		Press release LEA	NL11
NL0045	NL327	Netherlands	https://www.politie.nl/nieuws/2013/oktober/8/05-met-geweer-gewapende-verdachte-van-huiselijk-geweld-neergeschoten-door-de-politie.html	2013.0	2013-10-07T00:00:00Z	Netherlands	Amsterdam	4.89094	52.3738	1.0	Rifle	N/A	N/A	Yes	1.0	N/A	33.0	M		Press release LEA	NL21
NL0292	NL328	Netherlands	http://www.nd.nl/artikelen/2013/oktober/13/neppistolen-op-kermis-in-beslag-genomen	2013.0	2013-10-12T00:00:00Z	Netherlands	De Westereen	6.0375	53.25545	3.0	Other;Other;Other	N/A	Other	N/A	3.0	N/A;N/A;N/A	N/A;N/A;N/A	M;M;M	Others:Fake guns	Press review	NL12
NL0293	NL329	Netherlands	http://www.rtvdrenthe.nl/nieuws/duo-schiet-met-luchtdrukgeweer	2013.0	2013-10-15T00:00:00Z	Netherlands	Emmen	6.89482	52.78769	1.0	N/A	N/A	Other	N/A	2.0	Dutch;Dutch	23;24	M;M	Storage:Shopping center 	Press review	NL13
NL0046	NL330	Netherlands	https://www.politie.nl/nieuws/2013/oktober/20/03-amersfoort-man-gearresteerd.html	2013.0	2013-10-19T00:00:00Z	Netherlands	Amersfoort	5.38892	52.1566	1.0	N/A	Yes	N/A	N/A	1.0	N/A	35.0	M	drug trafficking;Pistol Caliber: 9	Press release LEA	NL11
NL0294	NL331	Netherlands	http://www.bndestem.nl/regio/breda/man-22-gewond-bij-schietparij-caf%C3%A9-breda-1.4058848	2013.0	2013-10-19T00:00:00Z	Netherlands	Breda	4.77446	51.58932	1.0	N/A	N/A	Other	Yes	1.0	N/A	29.0	M	Storage:Cafè	Press review	NL41
NL0295	NL332	Netherlands	http://www.rijnmond.nl/nieuws/19-10-2013/twee-arrestaties-na-ruzie-dordrecht	2013.0	2013-10-19T00:00:00Z	Netherlands	Dordrecht	4.6678	51.81131	1.0	Other	N/A	Other	N/A	2.0	N/A;N/A	28;33	M;M	Other:Fake weapon;Storage:Police station	Press review	NL33
NL0296	NL333	Netherlands	http://www.rtvutrecht.nl/nieuws/1086405	2013.0	2013-10-19T00:00:00Z	Netherlands	Amersfoort	5.38892	52.1566	2.0	Other;Other	N/A	Other	N/A	1.0	N/A	35.0	M	Others:Alarm pistol,Cap gun;Storage:Street	Press review	NL31
NL0297	NL334	Netherlands	http://www.telegraaf.nl/binnenland/article21990512.ece	2013.0	2013-10-21T00:00:00Z	Netherlands	Herkenbosch	6.06341	51.15398	1.0	N/A	N/A	Other	N/A	1.0	N/A	29.0	M	Storage:Street	Press review	NL42
NL0298	NL335	Netherlands	http://www.gelderlander.nl/algemeen/binnenland/2-drugsbendes-opgerold-bij-grote-politieactie-1.4074407	2013.0	2013-10-29T00:00:00Z	Netherlands	Rotterdam	4.47078	51.92269	N/A	N/A	N/A	Garage;House	N/A	N/A	N/A	N/A	N/A	During searches in houses and a garage were found several firearms	Press review	NL33
NL0299	NL336	Netherlands	http://maasdriehoek.kliknieuws.nl/nieuws/168281/zestien-aanhoudingen-op-woonwagenkamp	2013.0	2013-10-31T00:00:00Z	Netherlands	's-Hertogenbosch	5.30371	51.69009	N/A	N/A	N/A	Other	N/A	N/A	N/A	N/A	N/A	Storage:Caravan center	Press review	NL41
NL0300	NL337	Netherlands	http://www.destentor.nl/regio/apeldoorn/verwarde-man-met-wapen-op-zak-1.4082922;http://www.bndestem.nl/algemeen/binnenland/uit-de-regio-gemaskerde-mannen-bedreigen-jongen-met-pistool-1.4083574	2013.0	2013-11-04T00:00:00Z	Netherlands	Apeldoorn	5.96462	52.21627	1.0	N/A	N/A	Other	N/A	1.0	Dutch	23.0	M	Storage:Street	Press review	NL22
NL0301	NL338	Netherlands	http://www.ed.nl/regio/geldrop-mierlo/vuurwapen-gevonden-in-garagebox-geldrop-1.4084193	2013.0	2013-11-05T00:00:00Z	Netherlands	Geldrop	5.55713	51.42216	1.0	N/A	N/A	Other	N/A	1.0	N/A	32.0	M	Storage:Garage	Press review	NL41
NL0047	NL339	Netherlands	https://www.politie.nl/nieuws/2013/november/8/08-arrestatie-wegens-verboden-wapenbezit.html	2013.0	2013-11-08T00:00:00Z	Netherlands	Breda	4.77446	51.58932	1.0	Other	N/A	N/A	N/A	1.0	N/A	33.0	M	drug possession;Replica Pistol	Press release LEA	NL41
NL0048	NL340	Netherlands	https://www.politie.nl/nieuws/2013/november/10/02-goor---vier-mannen-aangehouden-ivm-verboden-wapenbezit.html	2013.0	2013-11-09T00:00:00Z	Netherlands	Goor	6.588512	52.2368	3.0	Other;Other;Pistol	N/A	Car	N/A	4.0	N/A;N/A;N/A;N/A	16;17;18;21	M;M;M;M	Replica Pistol	Press release LEA	NL11
NL0302	NL341	Netherlands	http://nieuws.nijmegenonline.nl/mannen-met-vuurwapen-na-achtervolging-opgepakt/	2013.0	2013-11-11T00:00:00Z	Netherlands	Nijmegen	5.85865	51.84168	1.0	N/A	N/A	Car	N/A	2.0	Dutch;Dutch	19;51	M;M		Press review	NL22
NL0303	NL342	Netherlands	http://www.bd.nl/regio/den-bosch-en-omgeving/heusden/vier-arrestaties-naar-mishandeling-in-heusden-1.4090228	2013.0	2013-11-11T00:00:00Z	Netherlands	Heusden	5.154928	51.726004	2.0	N/A;N/A	N/A	House	N/A	1.0	French	29.0	M		Press review	NL41
NL0304	NL343	Netherlands	http://www.rijnmond.nl/nieuws/21-11-2013/vijf-mannen-gepakt-voor-inbraak-pernis	2013.0	2013-11-21T00:00:00Z	Netherlands	Rotterdam	4.47078	51.92269	2.0	N/A;Other	N/A	Car	N/A	5.0	Dutch;Dutch;Dutch;Dutch;Dutch	18-45;18-45;18-45;18-45;18-45	M;M;M;M;M	Other:Pellet gun	Press review	NL33
NL0305	NL344	Netherlands	http://www.ed.nl/regio/eindhoven/wapens-gevonden-bij-eindhovenaar-1.4123842	2013.0	2013-12-03T00:00:00Z	Netherlands	Eindhoven	5.47802	51.43659	1.0	N/A	N/A	House	N/A	1.0	Dutch	37.0	M		Press review	NL41
NL0306	NL345	Netherlands	http://rotterdam.nieuws.nl/politieberichten/20131211/Geld-en-vuurwapen-in-hotel-Leuvehaven	2013.0	2013-12-10T00:00:00Z	Netherlands	Rotterdam	4.47078	51.92269	N/A	N/A	N/A	Other	N/A	3.0	N/A;Dutch;N/A	28;22;27	F;M;M	Storage:Hotel	Press review	NL33
NL0049	NL346	Netherlands	https://www.politie.nl/nieuws/2013/december/13/08-wapen-roosendaal.html	2013.0	2013-12-12T00:00:00Z	Netherlands	Roosendaal	4.45984	51.53156	1.0	N/A	Yes	House	N/A	1.0	N/A	30.0	M		Press release LEA	NL11
NL0307	NL347	Netherlands	http://www.rtvnh.nl/nieuws/129421/Jongens+van+13+en+15+aangehouden+voor+mishandeling+en+bezit+nepwapen	2013.0	2013-12-13T00:00:00Z	Netherlands	Purmerend	4.94501	52.50995	1.0	Other	N/A	House	N/A	1.0	Dutch	15.0	M	Other:Fake weapon	Press review	NL32
NL0050	NL348	Netherlands	https://www.politie.nl/nieuws/2013/december/28/08-jongens-lopen-rond-met-nepwapens.html	2013.0	2013-12-27T00:00:00Z	Netherlands	Hulst	4.05434	51.28026	1.0	Other	N/A	N/A	N/A	2.0	N/A;N/A	15;15	M;M	Replica Pistol	Press release LEA	NL41
NL0308	NL349	Netherlands	http://www.brabantsdagblad.nl/regio/tilburg-en-omgeving/tilburg/man-in-kogelwerend-vest-rent-weg-na-ongeluk-1.4155469	2013.0	2013-12-29T00:00:00Z	Netherlands	Tilburg	5.09064	51.55521	1.0	N/A	N/A	Car	N/A	1.0	N/A	N/A	M		Press review	NL41
NL0310	NL350	Netherlands	http://www.blikopnieuws.nl/bericht/208597/drie-mannen-met-vuurwapen-aangehouden-hendrik-ido-ambacht	2014.0	2014-01-02T00:00:00Z	Netherlands	Hendrik-Ido-Ambacht 	4.64085	51.84547	1.0	N/A	N/A	Car	N/A	3.0	N/A;N/A;N/A	24;27;28	M;M;M		Press review	NL33
NL0311	NL351	Netherlands	http://rotterdam.nieuws.nl/politieberichten/20140104/Weer-waarschuwingsschot-bij-arrestatie	2014.0	2014-01-04T00:00:00Z	Netherlands	Rotterdam	4.47078	51.92269	1.0	N/A	N/A	Other	N/A	3.0	N/A;N/A;N/A	N/A;N/A;N/A	M;M;M	Storage:Square	Press review	NL33
NL0312	NL352	Netherlands	http://www.dichtbij.nl/waterland/112/artikel/3308831/bedreiger-gearresteerd-op-de-boeierstraat-video.aspx	2014.0	2014-01-04T00:00:00Z	Netherlands	Purmerend	4.94501	52.50995	1.0	N/A	N/A	House	N/A	1.0	N/A	N/A	M		Press review	NL32
NL0313	NL353	Netherlands	http://www.noordhollandsdagblad.nl/stadstreek/schagen/article26502423.ece/Gewapende-Nieuwedieper-aangehouden-op-Schager-Markt	2014.0	2014-01-07T00:00:00Z	Netherlands	Schagen	4.80214	52.78827	1.0	N/A	N/A	Other	N/A	1.0	Dutch	38.0	M	Storage:Market	Press review	NL32
NL0051	NL354	Netherlands	https://www.politie.nl/nieuws/2014/januari/17/02-arnhem-–-arnhemmer-aangehouden-na-vondst-vuurwapen-en-hennepkwekerij.html	2014.0	2014-01-16T00:00:00Z	Netherlands	Arnhem	5.91241	51.97973	1.0	N/A	N/A	House	N/A	1.0	N/A	37.0	M	drug possession	Press release LEA	NL11
NL0314	NL355	Netherlands	http://www.brabantsdagblad.nl/regio/den-bosch-en-omgeving/heusden/wapens-en-hennep-in-huis-vlijmen-1.4178627;http://veghel.kliknieuws.nl/nieuws/172358/vlijmenaar-opgepakt-na-wapenvondst	2014.0	2014-01-16T00:00:00Z	Netherlands	Vlijmen	5.21889	51.6954	1.0	N/A	Yes	House	N/A	1.0	Dutch	33.0	M		Press review	NL41
NL0052	NL356	Netherlands	https://www.politie.nl/nieuws/2014/januari/21/02-doetinchem-–-doetinchemmer-aangehouden-met-pistool.html	2014.0	2014-01-21T00:00:00Z	Netherlands	Doetinchem	6.28763	51.965	1.0	Other	N/A	N/A	N/A	1.0	N/A	23.0	M	Alarm Pistol	Press release LEA	NL12
NL0315	NL357	Netherlands	http://www.rtvutrecht.nl/nieuws/1231281	2014.0	2014-01-25T00:00:00Z	Netherlands	Soest	5.31292	52.17337	1.0	N/A	N/A	House	N/A	2.0	Dutch;Dutch	30;64	M;M		Press review	NL31
NL0316	NL358	Netherlands	http://www.112groningen.nl/Groningen/nieuws/22874/wapen-aangetroffen-na-achtervolging-video.html	2014.0	2014-01-27T00:00:00Z	Netherlands	Groningen	6.56779	53.21489	1.0	N/A	N/A	Car	N/A	1.0	N/A	N/A	N/A		Press review	NL11
NL0317	NL359	Netherlands	http://www.dvhn.nl/nieuws/groningen/article10892773.ece/Vuurwerkpistool-in-Finsterwolde	2014.0	2014-02-02T00:00:00Z	Netherlands	Finsterwolde	7.080013	53.202866	1.0	Other	N/A	House	N/A	1.0	Dutch	29.0	M	Other:Fireworks gun	Press review	NL11
NL0318	NL360	Netherlands	http://www.l1.nl/nieuws/242654-airsoftgeweren-en-vuurwapen-gevonden?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:%20l1/nieuws%20%28L1%20Nieuws%29	2014.0	2014-02-05T00:00:00Z	Netherlands	Sittard	5.86293	50.99829	N/A	N/A	Yes	House	N/A	1.0	N/A	N/A	M	Are found two airsoft guns and firearms	Press review	NL42
NL0319	NL361	Netherlands	http://www.hvnieuws.nl/nieuws/man-aangehouden-voor-verboden-wapenbezit-06-02-2014.html	2014.0	2014-02-05T00:00:00Z	Netherlands	Gerkesklooster	6.205514	53.242189	1.0	N/A	N/A	House	N/A	1.0	N/A	69.0	M		Press review	NL12
